sample,beta1,beta2,beta3,xi,delta1,chi,zeta1,zeta2,zeta3,beta_constraint_pass,max_excess,probe_pass
210,-0.746653,-0.471235,0.128065,1.4715,-0.0175032,-0.0061066,-0.00484483,-0.0154817,-0.00931484,0,inf,0
211,0.900318,-0.561093,0.816717,0.108024,0.0202281,0.00864003,0.0421272,-0.00510092,0.0409405,0,inf,0
212,-0.841484,-2.06789,0.459276,0.0649525,0.00948539,-0.00355843,0.0186619,-0.0125706,-0.0433775,1,7.51276,0
213,-1.20016,-2.45441,0.781402,1.47043,0.000904465,0.000207881,-0.00314466,0.00315868,-0.0498736,1,1.5758,0
214,-0.374162,-2.37566,-0.417075,0.0288445,-0.015018,0.00351163,0.0354401,-0.00709869,0.0117128,1,9.39781,0
215,-0.958192,-2.83111,-0.227447,0.454529,0.0100937,-0.0032221,-0.00192006,-0.0167421,0.0137747,1,3.19943,0
216,0.457912,-1.09247,-0.613827,0.463413,-3.40007e-06,0.00359287,0.0128327,-0.00977354,0.01925,1,0.100765,1
217,-1.42439,-1.55361,-0.953041,7.65001,-0.00900946,-0.00288,-0.0442297,0.0162343,-0.0328428,0,inf,0
218,-1.4717,-2.04991,0.96266,0.0385034,-0.00565086,0.00145199,0.0295673,0.0082341,0.0136865,1,12.5944,0
219,0.431681,-0.409995,-0.0937273,0.0132976,0.0018347,0.00893491,0.0484334,-0.0133102,0.00210855,0,inf,0
220,-0.29199,-2.98733,0.0951557,0.0170363,0.0236439,0.00296105,0.0145932,-0.00684132,0.0304789,1,14.2387,0
221,-0.12186,-2.09462,-0.125394,0.0381907,-0.021598,-0.00303114,0.0274082,0.0204761,-0.0353542,1,5.21455,0
222,-1.28321,-2.5857,-0.0273216,0.25748,0.00526342,0.00545901,-0.000757839,-0.00853377,-0.0153152,1,4.73431,0
223,0.871998,-0.813396,0.237821,0.322947,-0.00525445,-0.00385215,-0.0474634,-0.00583857,0.0129817,0,inf,0
224,-0.538074,-1.25164,-0.92908,0.0363876,-0.013139,-0.00711479,0.00328075,0.00679718,-0.0309169,1,5.22545,0
225,-1.02508,-2.87709,0.222423,0.0660729,-0.0241059,-0.00223006,-0.00775558,-0.0188196,0.0179411,1,9.43377,0
226,-0.22876,-1.46647,0.37885,0.0647211,-0.0228466,0.00585315,0.0469719,0.0183407,-0.0111798,1,inf,0
227,-1.00323,-1.32624,-0.926119,0.0105553,0.0186815,-0.000382283,0.0463614,0.0146154,0.0448137,1,16.9442,0
228,-0.0122347,-2.60542,-0.654496,0.0725048,0.00917353,0.00866749,-0.0324875,0.020992,0.0123254,1,4.5532,0
229,-0.35635,-1.29426,0.712575,0.468667,0.00541532,0.00237823,-0.0205515,-0.0183603,0.0237886,1,0.603987,0
230,0.351329,-1.9019,0.651651,0.577519,0.0188943,-0.00273322,0.0283601,0.0011723,0.00702638,1,0.101003,1
231,0.506797,-1.38843,0.737703,0.0376225,-0.0233427,-0.00560692,-0.0426146,0.000700007,-0.0458807,1,1.28239,0
232,-1.30635,-0.894915,0.162319,0.0180384,-0.00345393,-0.00298201,0.0135488,-0.0175341,-0.0426765,0,inf,0
233,-1.24104,-1.01923,0.246606,0.074405,-0.0105647,0.00661613,0.030645,-0.00218533,-0.028657,0,inf,0
234,-0.203772,-2.52639,-0.635454,6.78658,-0.00286341,-0.0042087,-0.0119295,0.0120058,-0.0225445,1,0.100747,1
235,0.286026,-0.360439,-0.669205,3.0161,-0.0138349,0.00589346,-0.0150108,-0.0117664,0.0380649,0,inf,0
236,-0.429907,-2.17887,0.101933,0.0823778,-0.0140406,-0.00413705,0.0270381,0.0138536,0.027956,1,5.24413,0
237,0.828394,-1.47869,-0.0954264,0.0529878,-0.0176693,-0.00703249,0.00849707,0.00790975,-0.00388848,1,1.02351,0
238,-0.744953,-2.09501,-0.692636,0.512109,-0.00985297,-0.00781542,-0.0351686,0.0054997,0.0414624,1,2.26702,0
239,0.834761,-0.404168,-0.705907,0.268213,0.0211987,-0.00728056,0.032322,-0.0203147,-0.0456299,0,inf,0
240,-0.866852,-2.87876,-0.897526,0.0816813,0.0152075,-0.00769554,-0.0466809,0.015958,-0.0391902,1,7.98629,0
241,-1.44753,-1.45126,0.117349,0.0373841,0.0164068,0.00428739,0.0156167,0.0192306,0.0388928,0,inf,0
242,-0.0584858,-2.96989,0.699091,0.0153614,-0.00817559,0.0016449,0.00169123,-0.00353222,0.0338039,1,12.8471,0
243,0.042919,-0.537498,0.39968,2.23012,0.0115416,0.0031882,-0.0205063,-0.0147198,-0.0102541,0,inf,0
244,0.408732,-1.71094,-0.696316,0.0159044,0.0111966,-0.00350138,-0.0354419,0.00593137,0.00551785,1,0.100756,1
245,-0.286339,-2.34476,0.0010181,0.052225,-0.00495697,0.00857844,0.0213031,-0.018705,0.0486197,1,6.29581,0
246,0.766248,-1.37705,0.195385,0.100761,0.00997073,-0.00301946,0.00244647,0.012047,-0.040872,1,0.397755,0
247,0.884773,-0.525685,-0.261073,1.46892,-0.0240062,0.00141104,0.0202378,-0.0149708,-0.0251911,0,inf,0
248,0.551788,-2.5109,0.281281,4.51248,0.020103,-0.00368083,0.00124774,0.00774513,-0.0377362,1,0.100986,1
249,-1.43623,-0.598138,-0.753618,0.202301,0.0160523,0.00857078,-0.0446573,-0.00832337,0.0224769,0,inf,0
250,-0.173332,-0.503715,0.3984,1.4597,0.00320835,-0.00515495,-0.00721645,-0.0141614,0.0186431,1,0.100974,1
251,-0.861146,-1.47602,-0.114127,1.14827,0.0159808,0.00188197,-0.0419428,-0.0191476,-0.0434451,1,1.16752,0
252,0.751704,-2.09729,0.0856058,0.0637029,-0.00257089,-0.00475081,0.0375457,-0.0162115,-0.0460763,1,1.30203,0
253,-1.12679,-2.50939,-0.759416,0.0676366,-0.0227538,-0.000192606,-0.0137876,-0.0118655,0.00534531,1,9.06701,0
254,-0.561,-1.0053,0.430338,0.215031,-0.00614985,0.00227254,0.0476462,-0.0138045,-0.0354462,1,1.49297,0
255,0.697791,-2.00892,0.750558,0.211116,-0.019092,0.000299537,-0.0391228,0.0182707,0.00863605,1,0.275047,1
256,0.631148,-0.323745,0.87793,0.862979,0.0197853,0.00406572,-0.0123117,0.0118559,0.0356414,0,inf,0
257,-0.760305,-0.884733,0.849093,0.0961235,0.00111936,0.00446448,-0.0333867,-0.000404056,-0.0133307,0,inf,0
258,-1.12097,-1.93633,-0.280461,0.688484,0.0239437,0.0054129,0.00049571,-0.0024339,0.0460955,1,2.11722,0
259,-1.22071,-2.90725,0.788513,0.0406903,-0.0158128,0.0063404,0.010433,0.0170511,0.0257603,1,12.9435,0
260,0.948486,-2.0423,-0.793954,0.0572139,-0.0230085,0.00541128,-0.0312105,0.0146899,0.00936119,1,1.74709,0
261,-0.598453,-0.635706,-0.770695,0.228531,-0.0180969,0.00854448,-0.0320041,-0.00554325,0.0487266,0,inf,0
262,-0.517305,-2.37364,0.227316,2.1729,-0.00152788,-0.00430155,-0.0289307,0.0156265,-0.0450589,1,0.672574,0
263,-0.666333,-1.01417,-0.279995,0.653203,0.0238285,-0.00396453,0.0112007,-0.00178748,-0.0327409,1,0.94722,0
264,-0.200084,-1.15119,0.0787258,0.177761,-0.00398065,-0.00799333,0.0141621,-0.0194339,0.00953275,1,0.101,1
265,0.687201,-0.348899,-0.0232167,0.400455,-0.0223506,0.00459296,0.0341766,-0.00621336,-0.0182538,0,inf,0
266,-0.358723,-1.66402,-0.97533,0.0116504,-0.0193936,0.00366801,-0.0426485,9.22905e-05,0.0244713,1,10.1362,0
267,0.847817,-2.42063,-0.442515,0.119789,-0.0238336,0.0056283,-0.0496065,0.00519277,0.00768401,1,0.445738,0
268,-0.776135,-1.80711,0.0368975,9.73179,-0.0226139,0.00859444,0.04362,-0.00890334,0.013609,1,0.100966,1
269,0.556706,-2.07227,0.303943,3.39928,-0.0203726,0.00679295,-0.0315567,0.0134939,-0.0445443,1,0.101023,1
270,-0.648185,-2.86181,0.898262,0.011318,0.00706129,0.00713477,0.0260698,-0.0202636,-0.0373434,1,inf,0
271,-1.08758,-1.25235,0.228364,0.389021,-0.0221551,0.00432368,0.043797,0.0119995,-0.0375013,0,inf,0
272,-0.0981215,-2.85994,-0.256859,1.45504,0.00899699,0.0058069,0.0115866,-0.0025277,0.0381585,1,0.812572,0
273,-0.746306,-1.6519,-0.666211,1.2091,-0.0187053,-0.00371123,-0.0256503,0.000125601,0.0318242,1,1.07376,0
274,-0.642256,-2.52248,0.251687,0.0197939,-0.004938,-0.00897033,-0.0140216,0.0143398,-0.0267801,1,13.9782,0
275,0.364325,-2.49989,-0.476789,0.0531077,0.00695051,-0.00218142,-0.0321465,0.0025695,-0.0344591,1,inf,0
276,-0.501862,-1.88275,0.320664,1.46203,0.00897509,-0.00807288,-0.0414805,-0.0185035,0.00698004,1,0.778018,0
277,-0.643846,-0.936734,0.441473,8.47489,0.0213869,-0.00491277,-0.0335345,-0.0202415,-0.0485117,1,inf,0
278,0.942495,-1.92976,0.421646,0.0261821,-0.0247108,-0.00320728,-0.0245117,0.0192478,-0.0142173,1,1.21456,0
279,0.89747,-2.60397,0.720205,0.455175,-0.0117384,0.00097095,0.0115242,0.0135125,0.043869,1,0.100986,1
280,0.664556,-2.1175,0.588535,0.0673033,-0.0108956,-0.00441106,0.0207342,-0.00202245,0.0431012,1,0.901819,0
281,-1.05326,-0.944055,0.848302,0.643637,0.0147128,-0.00517973,-0.0159539,-7.39583e-05,-0.0187053,0,inf,0
282,-1.15944,-1.80076,-0.139925,0.066543,-0.00745517,0.00124722,0.0443221,-0.0057865,-0.0486789,1,8.07691,0
283,0.278179,-1.85977,0.975681,3.7139,0.0249168,0.00751487,0.0466419,0.00862516,0.0340135,1,0.100762,1
284,-0.782024,-1.50093,0.397084,6.20952,-0.00316532,-0.00436594,-0.0385201,-0.00865494,-0.0211411,1,0.107844,1
285,-1.06884,-0.887002,0.717851,0.0364706,0.0147712,0.00233619,0.0142447,0.0182349,-0.0333528,0,inf,0
286,0.249093,-1.06369,-0.235061,0.583221,-0.0169984,0.00666042,0.0451296,0.0171491,-0.0379554,1,0.101014,1
287,0.657009,-2.97664,0.718914,0.209182,-0.00740249,0.00318796,0.0151698,0.0118804,0.0114529,1,0.100985,1
288,-1.04337,-0.3839,0.815204,0.23917,0.0216931,-0.00502999,-0.0191023,0.000854856,-0.0331662,0,inf,0
289,0.575273,-1.43769,0.0737538,0.027328,0.00901072,-0.00812346,0.0191983,-0.000235646,0.00370826,1,2.6442,0
290,-0.158505,-1.62018,0.261184,3.99568,0.0144663,-0.00323609,0.0225453,0.0173623,-0.0354082,1,0.379072,0
291,-0.231763,-2.32164,-0.399535,0.087145,-0.00912945,-0.0089567,-0.0432947,-0.00288354,0.0195182,1,4.49474,0
292,-1.08423,-2.17355,-0.278634,0.385037,0.0224883,0.00273777,0.0346188,-0.00721986,-0.0271689,1,3.27393,0
293,-0.628621,-2.02823,0.232994,2.34916,0.0108172,0.00842048,0.018762,-0.00987581,-0.0362615,1,0.676485,0
294,-0.592655,-1.33253,0.117388,0.0151339,0.0220569,-0.00298464,0.027138,0.00637227,-0.0333971,1,9.78626,0
295,-0.226269,-1.49632,-0.218683,0.0232466,0.00678668,0.00666057,0.0274457,-0.0027537,0.00190022,1,3.77733,0
296,-0.405372,-2.47528,-0.639696,1.17972,0.00264608,0.00145103,0.00425848,0.00571725,0.0304744,1,1.13784,0
297,-1.21359,-2.36105,0.710877,0.339368,0.00151012,0.00786477,-0.0215531,-0.0108221,-0.0272624,1,3.82188,0
298,-0.855598,-0.444579,-0.129461,1.13754,-0.00563345,-0.00870117,-0.0414823,0.0189792,0.00113777,0,inf,0
299,0.720866,-1.22061,0.590635,0.0557146,-0.0202116,0.00707339,-0.0454432,-0.0182327,-0.0404226,0,inf,0
300,0.557095,-0.53546,-0.99693,0.0178709,0.015642,0.00551943,-0.0060757,-0.0188291,0.00194616,0,inf,0
301,-1.34972,-1.7334,0.84485,0.819599,-0.00582136,-0.00522312,-0.013346,-0.0198978,-0.0065671,1,2.09333,0
302,-1.41777,-1.53685,-0.694866,0.0876278,0.0156846,0.00201631,-0.00620432,0.0178127,0.00282859,0,inf,0
303,-0.794525,-2.82788,0.497079,2.08871,0.0011727,-0.00446601,-0.0187573,-0.00680863,0.0152414,1,0.897696,0
304,0.52918,-2.4938,0.0445189,0.127348,-0.00119929,-0.00607266,-0.0272447,-0.0114025,-0.0494497,1,0.167049,1
305,-1.006,-2.10439,0.684824,0.090954,0.017128,-0.000931605,-0.0381958,0.0192481,0.0181613,1,6.82658,0
306,0.0288355,-2.23868,0.928921,0.727166,0.0246715,-0.00843807,0.00863155,-0.0118382,-0.0167671,1,inf,0
307,-0.74233,-0.406431,-0.577875,3.47811,-0.0161844,-0.00203188,0.00635637,0.00293103,-0.0272138,0,inf,0
308,0.474202,-1.92209,0.0364789,0.13713,0.00136512,0.00395297,0.0338609,-0.0194254,-0.0284274,1,0.316753,0
309,0.847645,-0.655504,-0.927746,0.100491,-0.0102357,0.00597577,0.0438057,0.0180323,-0.00959765,0,inf,0
310,0.152836,-0.724936,-0.489758,0.126792,-0.0103066,-0.00310273,0.0241116,-0.00216725,-0.0401752,1,0.120263,1
311,-0.638644,-0.394082,0.100924,0.175218,0.00666266,-0.0038704,-0.00686824,-0.000554519,-0.0485512,0,inf,0
312,-1.06928,-1.77804,0.0669888,2.13585,0.0218893,0.00743931,-0.0165255,0.0186549,0.032935,1,0.90474,0
313,-0.665251,-2.35313,0.880435,0.019286,0.0203121,0.0011496,0.0379767,0.0135181,-0.00870705,1,13.7599,0
314,-0.574674,-0.390725,-0.00563242,6.74022,0.0225148,-0.00642835,-0.0229453,-0.0208615,0.0307044,0,inf,0
315,-0.934433,-2.44736,0.766612,0.118309,0.00831733,-9.40547e-05,0.0299438,0.00601303,-0.00198898,1,6.13228,0
316,0.119471,-2.05464,0.312771,0.425933,-0.000347568,0.00401814,0.018088,0.00224807,0.0172593,1,1.37955,0
317,0.863991,-2.83087,-0.765471,2.47025,0.0129949,0.00154303,0.0149323,-0.0195344,0.00616536,1,0.100989,1
318,-1.23539,-2.54257,-0.243495,0.166701,0.0130552,-0.00369153,-0.0330108,0.0197355,-0.0126952,1,5.67003,0
319,-1.2993,-0.383346,0.336575,0.0629845,-0.011378,-0.00608233,0.0328087,0.00642759,0.0311076,0,inf,0
320,-0.59275,-0.875178,-0.46032,0.508141,-0.0245177,-0.00631306,-0.00692812,-0.0121904,-0.0213651,1,0.558723,0
321,0.385425,-1.15423,-0.478909,0.0388507,0.00370062,0.00288718,0.0154202,0.0139344,-0.0128882,1,0.1009,1
322,0.0570742,-0.938681,-0.326697,0.104515,0.0116188,0.00887312,-0.0242679,-0.0154629,-0.00418272,1,0.432711,0
323,-0.194739,-1.37605,0.613619,0.316109,0.0087914,-0.00418305,0.0044455,0.00635067,0.0389142,1,inf,0
324,0.964405,-2.31351,-0.581073,0.0155567,0.021348,-0.00262203,0.00588302,0.0206739,0.0349587,1,1.82156,0
325,-0.909881,-1.38051,0.488456,0.0553758,0.0018232,0.00478896,0.0275627,0.0183164,-0.0152191,1,6.84432,0
326,-1.43964,-0.573772,-0.750383,1.2981,0.000550298,-0.00143515,-0.0135494,-0.000855388,0.0473249,0,inf,0
327,0.366158,-1.60712,-0.475617,0.0226883,-0.0164291,0.00428529,0.0213262,0.000461331,0.0444322,1,2.20504,0
328,-0.604709,-2.62923,-0.748165,0.0155613,0.0201649,0.00723543,0.00291589,-0.00266786,0.00918239,1,15.9981,0
329,0.985631,-1.14694,0.207578,0.0996715,0.0179361,-0.00193543,-0.0428101,0.00593047,-0.0427,0,inf,0
330,-1.07658,-0.82402,0.780409,0.0172635,-0.019101,0.00446583,-0.00995045,0.0063796,-0.039048,0,inf,0
331,-0.0520406,-2.59777,-0.683733,0.26861,0.0198579,0.00564292,-0.0180926,0.00450448,0.024484,1,2.16685,0
332,-0.26853,-0.716084,-0.0318393,1.62333,0.00193115,0.00540347,0.014392,-0.00581526,-0.0364411,1,0.100989,1
333,0.95699,-0.422943,-0.844488,0.0906913,-0.00380323,-0.00187881,0.0463322,-0.00296102,0.0315784,0,inf,0
334,0.094461,-0.663456,0.561761,0.0200985,0.0248634,0.00425219,0.00946071,-0.0162608,0.00369684,1,2.70547,0
335,-1.27379,-1.44044,-0.71844,0.0318042,0.0166273,0.00113289,-0.0482299,-0.0142926,-0.00676465,0,inf,0
336,0.0135657,-1.18396,0.0129184,0.738943,-0.00523496,-0.00372834,0.0131579,-0.0180649,0.0211526,1,0.100785,1
337,-1.22006,-1.91307,-0.142131,0.68641,0.00961896,0.00541271,-0.0324136,-0.00531655,0.00937363,1,2.27122,0
338,0.71032,-0.331997,0.187786,0.428052,-0.00720482,-0.00328972,-0.0213353,-0.0161879,0.0435622,0,inf,0
339,-0.810267,-2.48787,0.890987,0.712027,0.00471258,-0.00437859,-0.037263,-0.0177176,0.0324962,1,2.06448,0
340,0.858528,-1.41531,0.332443,2.20721,-0.00139254,0.00621474,0.00228759,0.00966419,0.035553,1,0.100999,1
341,-1.14295,-0.556431,0.263362,0.138948,-0.00115055,-0.00762651,-0.0134293,0.00566092,0.0138908,0,inf,0
342,0.328008,-1.85934,-0.391904,7.89799,-0.00958184,-0.000761562,0.0139718,-0.00338911,0.0354744,1,0.10099,1
343,-0.663632,-1.06769,-0.679518,1.0376,-0.0209818,-0.0030427,-0.0104449,0.0198169,0.00154616,1,0.692013,0
344,-0.00393321,-2.68667,-0.939518,0.294301,0.0137887,0.000149394,-0.0427207,-0.00464463,-0.0413444,1,2.15134,0
345,-0.957384,-0.681441,0.584218,0.0152645,0.000315472,0.000207224,-0.0150061,0.0015172,-0.0271165,0,inf,0
346,-0.957289,-2.26941,0.571026,0.018287,0.0194097,0.00225813,-0.0254519,-0.012533,0.0455064,1,15.8874,0
347,-0.746719,-1.93232,-0.770169,0.315737,-0.00835392,0.00384129,-0.0404905,-0.00836986,0.0463437,1,2.84995,0
348,-0.314143,-2.33014,0.678654,0.331614,-0.0176235,-0.00331475,0.0140139,0.015976,0.0218723,1,2.31551,0
349,-0.316489,-2.34556,0.251454,1.3653,0.00740765,-0.00687746,0.0264339,0.00797943,-0.0481034,1,0.873631,0
350,-1.26045,-2.86821,0.621045,0.465275,0.0149397,-0.00461263,0.0349535,-0.00789089,0.0361611,1,3.45173,0
351,-0.0954831,-2.95627,-0.752407,0.0901656,0.0230707,0.00166197,-0.0180837,-0.0170081,-0.00647119,1,5.21505,0
352,-0.576518,-0.457203,0.156281,0.0140539,-0.0055074,-0.00828815,-0.0399638,-0.00328014,0.0413355,0,inf,0
353,-0.65618,-2.80607,0.676537,2.56463,-0.00168696,0.00397113,0.0316602,0.0170186,0.0166852,1,0.866608,0
354,0.553083,-2.4397,-0.565932,0.0123117,-0.0136029,0.00878948,-0.0420787,0.0106273,-0.000107252,1,3.45694,0
355,-1.16453,-1.88978,0.752001,0.0672258,-0.0104474,0.00151855,0.0447332,0.0100958,-0.0196936,1,8.19211,0
356,-1.37085,-1.81128,-0.713227,0.018081,-0.0155674,-0.00434243,0.0147957,-0.0075401,-1.32527e-05,1,17.1629,0
357,-0.164685,-0.340777,-0.608884,1.25746,-0.00992944,0.00831281,0.00485287,0.00854374,-0.0266789,0,inf,0
358,-0.276571,-1.35919,-0.836274,5.84191,-0.0223398,0.00130484,0.046489,0.0106013,-0.0270266,1,0.10098,1
359,0.598083,-2.51628,-0.380424,0.624472,-0.00117841,0.000255363,0.00718738,-0.0181904,-0.0447094,1,0.100985,1
360,0.972326,-0.845799,-0.777431,6.32549,0.00440583,0.00257906,0.0427992,0.00631512,0.0342863,0,inf,0
361,-1.02294,-0.6846,0.0223231,2.33349,-0.0228099,0.000501621,0.0353582,0.01731,-0.0116729,0,inf,0
362,-1.4618,-2.60042,0.0751934,0.0434613,0.00142024,-0.00328882,-0.0397582,-0.00383464,0.0259462,1,12.7722,0
363,0.716832,-1.38357,0.72626,0.0405013,0.00467121,-0.00333081,0.0452553,0.000960281,0.00249196,1,0.724544,0
364,0.440153,-2.88558,0.747128,5.55758,-0.0152023,0.00360949,-0.0271371,-0.00149308,0.0408951,1,inf,0
365,0.0859757,-0.41009,0.75077,0.0235374,0.00481394,-0.00743034,-0.00360479,0.0123554,-0.0474529,0,inf,0
366,-0.483315,-1.71197,-0.263843,0.385267,0.0148586,0.000956206,0.0274182,0.012315,-0.0387852,1,1.77952,0
367,-1.21738,-0.657234,-0.721443,7.53551,-0.00883155,0.00109064,0.0435619,-0.0173302,-0.00793875,0,inf,0
368,-0.666239,-2.25038,0.361784,0.0470387,0.016261,-0.00379142,0.00510649,0.0209439,0.0246976,1,8.46024,0
369,-0.319775,-1.54224,0.163314,0.0230181,-0.0142477,-0.000563849,-0.00665031,0.00869823,0.00111137,1,5.80998,0
370,0.159921,-2.49733,0.532611,0.0180095,-0.00638066,-0.003621,0.0241814,-0.00333608,-0.0367086,1,6.56846,0
371,-0.213697,-2.40158,-0.84093,0.183334,-0.00709506,-0.00493769,-0.0265213,-0.000700663,0.0399974,1,3.05084,0
372,-1.05149,-1.58075,-0.832032,0.0136647,4.31485e-05,-0.000563833,0.00881017,-0.0156671,-0.0118316,1,16.4499,0
373,0.369631,-0.6684,-0.878692,0.197803,0.012584,-0.000434248,0.00795422,-0.00484185,-0.0308527,0,inf,0
374,0.841479,-0.320647,0.532694,0.0565928,-0.01382,-0.00368388,0.0307679,0.00785855,-0.0133719,0,inf,0
375,0.623294,-1.99476,0.997046,0.0967359,0.0117599,-0.00320839,0.0193077,-0.019081,-0.0435688,1,1.31831,0
376,0.596672,-2.17677,0.883785,1.9436,-0.00733259,-0.00119747,0.0365557,0.00270912,0.023581,1,0.100995,1
377,-0.220344,-1.59944,-0.246522,1.76873,-0.00795716,0.00875012,-0.00702744,-0.0106379,-0.0143951,1,0.209136,1
378,-0.640937,-2.511,-0.595123,0.338427,0.0247096,-0.00687733,0.0244699,-0.00193176,-0.0469203,1,3.08836,0
379,-0.687622,-1.32166,-0.61944,0.22508,0.00423131,0.00196709,-0.00122395,-0.0146019,0.0383741,1,2.30531,0
380,0.121789,-1.17147,-0.725694,1.57328,-0.0218059,0.00728493,0.0132903,0.015211,0.047233,1,0.100985,1
381,-1.42449,-1.28153,0.0754258,0.0199439,0.0202011,-0.00154959,-0.0363357,0.0102913,0.00538233,0,inf,0
382,0.0676368,-2.65983,-0.851626,0.0298019,0.0180623,0.00384114,-0.0496055,-0.00653449,-0.0151488,1,6.89721,0
383,-1.24246,-0.780025,0.724633,0.0681872,0.00264774,0.00899052,0.00299223,-0.0175614,0.000120659,0,inf,0
384,0.350722,-0.66768,0.84196,0.124537,0.0103378,-0.00533365,0.00104751,-0.00563383,-0.0240758,0,inf,0
385,-0.0650369,-2.20362,-0.373474,0.231119,0.0176603,0.00853734,0.035827,-0.0179953,-0.0060426,1,1.9104,0
386,-0.833692,-2.50342,0.465245,9.56102,0.00504977,-0.00594185,-0.0159409,-0.00870308,-0.0148527,1,0.157909,1
387,0.729725,-0.972272,0.343638,1.83503,0.0172591,-0.000890565,-0.0410784,-0.0147606,0.0426007,0,inf,0
388,-0.279062,-1.96753,-0.546159,0.0211829,0.0118538,-0.00507757,0.0090375,-0.0031713,-0.010937,1,8.23645,0
389,-1.2585,-2.3756,-0.786621,7.76869,0.000742693,0.00383143,-0.0353303,-0.0203035,0.0152574,1,0.326142,0
390,0.462573,-2.94217,0.871471,0.576972,0.0184577,0.000892491,-0.0222844,0.0175431,0.00297872,1,0.359431,0
391,-1.06223,-1.55077,-0.332988,2.37038,0.0214249,0.00792598,0.0449521,0.00173413,0.0273635,1,0.712246,0
392,0.684108,-1.4807,-0.0976268,0.908834,-0.00898365,0.00825738,-0.0281889,-0.00480106,0.0195535,1,0.10104,1
393,0.964924,-2.04619,0.504186,0.0106411,-0.0226103,-0.00576844,-0.031841,-0.010026,-0.0107362,1,4.27835,0
394,-0.743226,-1.03397,-0.490671,0.0340926,-0.0130597,0.0058181,0.0471992,0.0160408,-0.0236074,1,6.37634,0
395,0.952429,-1.34077,-0.364742,0.123538,-0.0107956,0.00138599,-0.0245029,0.0030725,-0.043726,0,inf,0
396,0.245078,-1.90027,-0.159609,1.70894,-0.0137447,-0.0079898,0.0398201,0.0155839,-0.00698241,1,0.100988,1
397,0.885855,-0.629338,0.0455324,3.36556,0.0142748,-0.00294585,-0.0255898,-0.00761449,0.0210876,0,inf,0
398,-0.484211,-1.81582,-0.59452,2.71551,0.00543988,0.00641386,0.0352833,-0.0191387,0.013696,1,0.366639,0
399,-0.899438,-2.4062,0.0913773,1.79191,0.00371945,0.00217006,-0.0185561,0.00843795,0.0177906,1,1.14365,0
400,0.272493,-1.53131,-0.0501233,0.674777,-0.000659049,-0.00514806,-0.0442757,0.0163552,-0.0181358,1,0.100986,1
401,0.889745,-2.11191,0.331123,0.0103199,-0.00444028,-0.00602701,0.00340007,-0.0159092,0.0475304,1,4.50689,0
402,-0.803144,-1.97258,0.0347578,3.37403,0.000106441,0.00109454,0.00133028,0.0142005,0.00715543,1,0.519516,0
403,0.856951,-1.70196,-0.551226,2.07741,0.0121689,-0.00598136,-0.0138549,0.0162298,-0.0303604,1,0.100971,1
404,0.45751,-1.92431,0.910719,0.954479,-0.0102717,-0.00235239,0.0303693,-0.00654096,-0.0208756,1,0.100946,1
405,0.0450845,-2.59449,-0.601086,0.0463512,0.0230067,-0.00782626,0.0130903,0.00345591,0.00310682,1,5.34714,0
406,0.881183,-1.26317,0.61173,3.92602,0.00362956,0.000589757,-0.00610323,-0.0101734,0.0202319,0,inf,0
407,0.912705,-1.16404,0.17903,1.42325,0.00802026,-0.00290998,0.0426396,0.019514,-0.0266482,0,inf,0
408,-0.448571,-1.20899,-0.0339079,7.37474,-5.31152e-07,0.000206201,-0.015484,0.0118051,0.038854,1,0.10098,1
409,-0.096598,-2.42992,0.845564,3.87924,0.0103396,-0.00163636,0.020993,-0.00160026,-0.0261807,1,0.172453,1
410,-0.311559,-1.33858,0.101271,0.0740221,-0.0233082,0.00536607,0.0476692,0.00919015,-0.0246225,1,2.04458,0
411,-0.691916,-2.46313,-0.653529,0.476838,0.00281539,0.00599884,0.0208784,-0.0201528,0.00472232,1,2.53375,0
412,0.121006,-2.4413,0.657662,0.104461,0.00445469,0.00668664,0.00789232,0.0070658,0.0230613,1,2.5528,0
413,-0.377323,-1.27368,-0.312782,0.0425165,-0.024707,0.00248333,0.04554,-0.000664609,-0.04544,1,3.16963,0
414,-0.239836,-2.18747,-0.483534,4.45626,0.0108657,-0.00150866,-0.0314271,-0.00411655,0.00888388,1,0.101244,1
415,-0.35397,-0.756386,0.401333,1.02785,0.00990102,0.00665324,-0.0166329,0.0202484,0.0260031,1,0.100988,1
416,-1.30285,-1.95368,-0.420819,4.9005,-0.000513824,-0.00626107,0.0240048,-0.00836975,-0.0334448,1,0.5462,0
417,-1.20032,-1.01552,0.491494,2.6515,0.0182302,0.00562789,0.0219419,-0.000892058,0.0335126,0,inf,0
418,0.446363,-1.39912,-0.722884,3.86049,-0.0120766,0.00540522,0.0128094,-0.0169204,-0.00841716,1,0.100952,1
419,-0.586105,-2.14013,-0.638855,0.035145,0.00337946,-0.0063597,-0.0493811,-0.000601019,-0.0193487,1,9.05458,0
420,0.925009,-0.455345,-0.269839,0.114608,0.0107523,-0.0022573,-0.0262404,0.00796205,0.0283651,0,inf,0
421,0.624439,-1.52982,-0.210141,6.77137,0.0169268,0.00132634,0.00311638,0.0207056,-0.0398926,1,0.101019,1
422,0.51134,-0.576939,-0.434933,0.376854,0.00587737,0.00258182,-0.0032627,-0.0164798,-0.046376,0,inf,0
